diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,diabetes_ratio,comorbidity_risk
-0.2683217611876605,-0.23772101577149543,-0.2613705989364849,-0.20698579255780558,-0.1834835967852095,-0.12381975302011757,-0.02194029254179264
0.2994529319976632,0.3951193403735685,0.26584803960348946,0.360024361101092,0.46821070526420466,0.4516876277139875,0.5433885003210631
0.8293759789706322,0.957644101391404,0.44158758578348095,0.360024361101092,0.6311342807765576,1.0047977015720801,1.2860753458467784
-0.041211883913531144,0.07869916230103685,-0.08563105275649344,-0.20698579255780558,-0.1834835967852095,0.0978433223728912,-0.188213466913221
-0.6089865770988548,-0.5189833962804131,-0.08563105275649344,-0.20698579255780558,-0.020560021272855777,-0.550536197646421,-0.0662798057075075
0.9807825638200512,0.8521707087005597,0.7930666781434631,0.7380311302070243,0.6311342807765576,1.1357533569239102,0.8426802141896345
-0.7982448081606295,-0.659614586534872,-0.612849691296467,-0.5849925616637378,-0.5093307478099169,-0.5360096898577517,-1.008494460478934
-0.7982448081606295,-0.9057191694801745,-1.1400683298364414,-1.1520027153226353,-1.161025049859331,-1.3780507049235864,-0.5096749373646482
0.7158210403335672,0.8170129111369444,1.3202853166834374,1.1160378993129556,1.2828285828259725,1.0800633086763436,0.8648499707724919
0.7536726865459219,0.6412239233188717,0.6173271319634717,0.5490277456540581,0.46821070526420466,0.8411272242466726,0.49904898715534984
1.397150672155956,1.2389064819003217,0.7930666781434631,0.9270345147599903,0.6311342807765576,1.6420508342689468,1.1752265629324912
-0.4197283460370803,-0.30803661089872514,0.44158758578348095,0.17102097654812584,0.46821070526420466,-0.2841635681095496,-0.09953444058179285
1.3214473797312456,1.2389064819003217,0.6173271319634717,0.7380311302070243,0.46821070526420466,1.3335100681115224,1.0200382668524923
-0.11691517633824071,0.008383567173807113,0.7930666781434631,0.7380311302070243,0.7940578562889121,0.14849847397840732,0.21084215157820643
0.2994529319976632,0.2193303525554951,0.9688062243234545,0.9270345147599903,0.7940578562889121,-0.21450506292398658,0.14433288182963572
-0.4575799922494351,-0.34319440846233973,-0.08563105275649344,-0.017982408004839457,0.14236355423949723,-0.44578324835101213,0.08890849037249293
-0.4197283460370803,-0.5541411938440277,-0.612849691296467,-0.5849925616637378,-0.8351778988346237,-0.3102773990268141,-0.5872690854046492
-0.34402505361237073,-0.34319440846233973,-0.43711014511647556,-0.3959891771107717,-0.34640717229756324,-0.2778291628136075,-0.5096749373646497
0.26160128578530845,0.4302771379371837,0.7930666781434631,0.7380311302070243,0.7940578562889121,0.6849848593894791,0.5433885003210631
0.41300787063472755,0.570908328191642,1.3202853166834374,1.3050412838659218,1.2828285828259725,0.9191680885885152,0.7429163095667785
-0.34402505361237073,-0.13224762308065174,0.09010849342349803,-0.017982408004839457,0.30528712975185096,-0.0455932876095004,-0.2658076149532212
-1.8202392558942122,-1.8549797036977707,-1.8430265145564064,-1.908016253534499,-1.975642927421099,-1.997227127545215,-1.3299559309303628
-0.7225415157359198,-0.87056137191656,-0.43711014511647556,-0.3959891771107717,-0.5093307478099169,-0.8774410120288353,-0.6537783551532207
-0.3818766998247255,-0.34319440846233973,-0.2613705989364849,-0.3959891771107717,-0.34640717229756324,-0.12577669454189308,-0.5650993288217926
-0.11691517633824071,0.008383567173807113,-0.612849691296467,-0.5849925616637378,-0.5093307478099169,-0.09620121271595092,0.3549455693667789
2.5327000585266033,2.43427159906322,2.901941232303358,3.006071744842615,2.9120643379495084,2.324538198486283,2.039847069663918
-0.11691517633824071,-0.23772101577149543,-0.08563105275649344,-0.017982408004839457,-0.1834835967852095,0.046963637764070934,0.598812891778206
-1.2524645627088882,-1.2572971451163213,-1.1400683298364414,-1.1520027153226353,-1.161025049859331,-1.2136721375006458,-1.607077888216076
-0.07906353012588593,0.008383567173807113,0.09010849342349803,-0.017982408004839457,0.14236355423949723,-0.07526757953903701,0.23301190816106385
-0.15476682255059615,-0.23772101577149543,0.09010849342349803,0.17102097654812584,-0.020560021272855777,-0.2097679828287904,0.1886723949953498
-0.3061734074000153,-0.27287881333511,-0.2613705989364849,-0.3959891771107717,-0.34640717229756324,-0.36018871645491557,-0.02194029254179264
2.0027770115536336,2.1530092185543026,1.8475039552234112,1.6830480529718532,1.9345228848753875,2.2787265732956543,1.862489017001062
0.6401177479088576,0.5357505306280274,0.6173271319634717,0.7380311302070243,0.6311342807765576,0.41331498711963227,0.7650860661496343
-0.9496513930100492,-0.9408769670437891,-0.9643287836564499,-0.9629993307696693,-0.8351778988346237,-1.0482482856895616,-0.19929834520464892
-1.2524645627088882,-1.2924549426799359,-1.315807876016432,-1.3410060998756015,-1.3239486253716848,-1.085090449228036,-1.2080222697246485
1.4350023183683107,1.3443798745911648,2.023243501403402,2.0610548220777853,2.0974464603877405,1.0524914607894538,0.7872558227324917
-0.6846898695235645,-0.8354035743529454,-1.1400683298364414,-0.9629993307696693,-1.161025049859331,-0.7143413976858973,-0.5318446939475064
-0.23047011497530573,-0.30803661089872514,-0.7885892374764585,-0.773995946216704,-0.6722543233222706,-0.5791134584748104,-0.28797737153607783
-1.0632063316471136,-1.081508157298248,-0.7885892374764585,-0.773995946216704,-0.8351778988346237,-0.9353301415357899,-0.8533061643989344
-0.873948100585339,-0.9057191694801745,-1.315807876016432,-1.3410060998756015,-1.3239486253716848,-0.9363972721701495,-0.8643910426903623
-0.6468382233112097,-0.6244567889712568,-0.43711014511647556,-0.3959891771107717,-0.34640717229756324,-0.5792424453952636,-0.2103832234960784
