diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,diabetes_ratio,comorbidity_risk
-0.2683217611876605,-0.23772101577149543,-0.2600601320839738,-0.20698579255780558,-0.1834835967852095,-0.12381975302011757,-0.021745908517458137
0.2994529319976632,0.3951193403735685,0.2843324110784765,0.360024361101092,0.46821070526420466,0.4516876277139875,0.5536179559989575
0.8293759789706322,0.957644101391404,0.46579659213262664,0.360024361101092,0.6311342807765576,1.0047977015720801,1.3094881309518984
-0.041211883913531144,0.07869916230103685,-0.0785959510298237,-0.20698579255780558,-0.1834835967852095,0.0978433223728912,-0.1909705745516982
-0.6089865770988548,-0.5189833962804131,-0.0785959510298237,-0.20698579255780558,-0.020560021272855777,-0.550536197646421,-0.06687248612658946
0.9807825638200512,0.8521707087005597,0.8287249542409261,0.7380311302070243,0.6311342807765576,1.1357533569239102,0.8582223548605898
-0.7982448081606295,-0.659614586534872,-0.6229884941922732,-0.5849925616637378,-0.5093307478099169,-0.5360096898577517,-1.0258122603206157
-0.7982448081606295,-0.9057191694801745,-1.1673810373547235,-1.1520027153226353,-1.161025049859331,-1.3780507049235864,-0.5181382622178947
0.7158210403335672,0.8170129111369444,1.3731174974033764,1.1160378993129556,1.2828285828259725,1.0800633086763436,0.8807856436651555
0.7536726865459219,0.6412239233188717,0.647260773186776,0.5490277456540581,0.46821070526420466,0.8411272242466726,0.5084913783898277
1.397150672155956,1.2389064819003217,0.8287249542409261,0.9270345147599903,0.6311342807765576,1.6420508342689468,1.19667168692907
-0.4197283460370803,-0.30803661089872514,0.46579659213262664,0.17102097654812584,0.46821070526420466,-0.2841635681095496,-0.10071741933343716
1.3214473797312456,1.2389064819003217,0.647260773186776,0.7380311302070243,0.46821070526420466,1.3335100681115224,1.0387286652971135
-0.11691517633824071,0.008383567173807113,0.8287249542409261,0.7380311302070243,0.7940578562889121,0.14849847397840732,0.2151686239304773
0.2994529319976632,0.2193303525554951,1.0101891352950763,0.9270345147599903,0.7940578562889121,-0.21450506292398658,0.14747875751678194
-0.4575799922494351,-0.34319440846233973,-0.0785959510298237,-0.017982408004839457,0.14236355423949723,-0.44578324835101213,0.09107053550536857
